Title,Image,Price(Rs),Rating,Number of Reviews,Availability,Link,Resolution,Processor Brand,Processor Type,Processor Speed,Memory Technology,Hard Drive Size,Hard Disk Description,Graphics Coprocessor,Graphics Card Description,Graphics RAM Type,Operating System,Item Weight,Model Year,Computer Memory Type,Graphics Card Ram Size,Total USB ports,Battery Average Life
"Acer Aspire 5 Gaming Laptop Intel Core i5 12th gen (12-Cores) Processor (16 GB/512 GB SSD/Win11 Home/4GB Graphics/RTX 2050) A515-57G (15.6"" FHD Display, 1.8 Kg),Flat Rs: 2000 of All Bank Cards",https://m.media-amazon.com/images/I/41dgHDQs4RL._SX300_SY300_QL70_ML2_.jpg,63999,4,191,In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MjU5NjA5OTI3MTczODcyOjE2ODEwMTkzODA6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMDU5MzI4MzEwMDk4OjozOjo&url=%2FAcer-12-Cores-Processor-Graphics-A515-57G%2Fdp%2FB0B5KTSVTG%2Fref%3Dsxin_16_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.aecf6855-ca22-4113-9547-36a39dda6fb4%253Aamzn1.sym.aecf6855-ca22-4113-9547-36a39dda6fb4%26crid%3D2HIK3N7L03AWH%26cv_ct_cx%3Dgaming%2Blaptop%26keywords%3Dgaming%2Blaptop%26pd_rd_i%3DB0B5KTSVTG%26pd_rd_r%3D1752a134-42f7-4d93-b606-ad5ac0ba2880%26pd_rd_w%3DNeBfK%26pd_rd_wg%3DPZNip%26pf_rd_p%3Daecf6855-ca22-4113-9547-36a39dda6fb4%26pf_rd_r%3DZWF912WR1YZSTJDCYK4N%26qid%3D1681019380%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3D%252Caps%252C683%26sr%3D1-68-351ffc08-24e1-40aa-a001-b834a6556c30-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,1920 x 1080 (FHD) Pixels,Intel,Core i5,3.3 GHz,,512 GB,SSD,NVIDIA GeForce RTX 2050,Dedicated,GDDR6,Windows 11 Home,1 kg 800 g,2022,DDR4 SDRAM,4 GB,4,
"Acer Nitro 5 Gaming Laptop 12th Gen Intel Core i5-12500H Processor/15.6""(39.6cms) FHD(8GB/512GB SSD/RTX 3050/144Hz/Win11 Home/RGB), AN515-58,5% Instant Off on APay ICICI CreditCard (Prime only)",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41ZUZJsxSuL._SX300_SY300_QL70_ML2_.jpg,79990,4.3,163,In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MjU5NjA5OTI3MTczODcyOjE2ODEwMTkzODA6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMDczMjI3MDE4Njk4Ojo0Ojo&url=%2FAcer-i5-12500H-Processor-Graphics-AN515-58%2Fdp%2FB09WN8FF5T%2Fref%3Dsxin_16_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.aecf6855-ca22-4113-9547-36a39dda6fb4%253Aamzn1.sym.aecf6855-ca22-4113-9547-36a39dda6fb4%26crid%3D2HIK3N7L03AWH%26cv_ct_cx%3Dgaming%2Blaptop%26keywords%3Dgaming%2Blaptop%26pd_rd_i%3DB09WN8FF5T%26pd_rd_r%3D1752a134-42f7-4d93-b606-ad5ac0ba2880%26pd_rd_w%3DNeBfK%26pd_rd_wg%3DPZNip%26pf_rd_p%3Daecf6855-ca22-4113-9547-36a39dda6fb4%26pf_rd_r%3DZWF912WR1YZSTJDCYK4N%26qid%3D1681019380%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3D%252Caps%252C683%26sr%3D1-69-351ffc08-24e1-40aa-a001-b834a6556c30-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,1920 X 1080 (FHD) Pixels,Intel,Core i5,4.5 GHz,DDR4,512 GB,SSD,NVIDIA GeForce RTX 3050,Dedicated,GDDR6,Windows 11 Home,2 kg 500 g,,DDR4 SDRAM,4 GB,,5 Hours
"HP Pavilion Gaming 11th Gen Intel Core i5 15.6""(39cm) FHD Gaming Laptop (8GB RAM/256GB SSD+1TB HDD/144Hz/GTX 1650 4GB Graphics/Windows 10/MS Office/Shadow Black/2.28 Kg), 15-dk2100TX",https://m.media-amazon.com/images/I/41OdlwlaEeS._SX300_SY300_QL70_ML2_.jpg,68500,4.1,406,,https://www.amazon.in/HP-Pavilion-Graphics-Windows-15-dk2100TX/dp/B09BD9B3W9/ref=sr_1_70?crid=2HIK3N7L03AWH&keywords=gaming+laptop&qid=1681019380&sprefix=%2Caps%2C683&sr=8-70,1920 X 1080 (FHD) Pixels,Intel,Core i5,4.4 GHz,,,SSHD,NVIDIA GeForce GTX 1650,Dedicated,GDDR6,Windows 10 Home,2 kg 230 g,2021,,4 GB,4,4 Hours
"MSI Katana GF76, Intel 11th Gen. i7-11800H, 43CM FHD 144Hz Gaming Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Nvidia RTX3050 4GB GDDR6/Black/2.6Kg), 11UC-848IN",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/416lZVbhT5L._SX300_SY300_QL70_ML2_.jpg,76990,4.2,76,In stock,https://www.amazon.in/MSI-i7-11800H-Windows-RTX3050-11UC-848IN/dp/B0B91KS5HK/ref=sr_1_71?crid=2HIK3N7L03AWH&keywords=gaming+laptop&qid=1681019380&sprefix=%2Caps%2C683&sr=8-71,1920 x 1080,Intel,Intel Core i7,4600 MHz,,512 GB,SSD,Nvidia,Dedicated,GDDR6,Windows 11 Home,2 kg 600 g,2022,,5 GB,4,
"HP Victus AMD Ryzen 5-5600H 15.6 inch(39.6 cm) FHD Gaming Laptop (8GB RAM/512GB SSD/RTX 3050 4GB Graphics/144Hz/9ms Response Time/Win 11/MSO/Backlit KB/B&O Audio/Xbox Pass(30 Day)),15-fb0050AX",https://m.media-amazon.com/images/I/31wx6mVi0+L._SY300_SX300_.jpg,67490,4.5,4,In stock,https://www.amazon.in/HP-5-5600H-Graphics-Response-15-fb0050AX/dp/B0B5R97495/ref=sr_1_72?crid=2HIK3N7L03AWH&keywords=gaming+laptop&qid=1681019380&sprefix=%2Caps%2C683&sr=8-72,1280 x 720,AMD,Ryzen 5 5600H,4.2 GHz,,512 GB,SSD,NVIDIA,Dedicated,GDDR6,Windows 11 Home,2 kg 370 g,2022,,,3,
"ASUS TUF Gaming FX505DT 15.6 inches FHD 144Hz Laptop GTX 1650 4GB Graphics (AMD Ryzen 5-3550H/8GB RAM/512GB PCIe SSD/Windows 10/Stealth Black/2.20 Kg), FX505DT-AL106T",https://m.media-amazon.com/images/I/41G+IHv8JfL._SX300_SY300_.jpg,66607,4.3,1773,Only 2 left in stock,https://www.amazon.in/FX505DT-Graphics-5-3550H-Windows-FX505DT-AL106T/dp/B07RTYFS9S/ref=sr_1_73?crid=2HIK3N7L03AWH&keywords=gaming+laptop&qid=1681019380&sprefix=%2Caps%2C683&sr=8-73,1920 x 1080 (Full HD),AMD,R Series,3.7 GHz,DDR4,,SSD,NVIDIA GeForce GTX 1650,Dedicated,GDDR6,Windows 10,2 kg 200 g,,,4,,6 Hours
"ASUS ROG Strix G15 (2022), 15.6""(39.62 cm) WQHD 165Hz/3ms, AMD Ryzen 9 6900HX, 8GB RTX 3070 Ti Graphics, Gaming Laptop (16GB/1TB SSD/90WHrs Battery/Windows 11/Office 2021/Punk/2.3 Kg), G513RW-HQ149WS",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41Em046VIkL._SY300_SX300_QL70_ML2_.jpg,177990,5,3,In stock,https://www.amazon.in/ASUS-Graphics-Battery-Windows-G513RW-HQ149WS/dp/B0B93YJS1W/ref=sr_1_74?crid=2HIK3N7L03AWH&keywords=gaming+laptop&qid=1681019380&sprefix=%2Caps%2C683&sr=8-74,2560 x 1440 Pixels,AMD,,4.9 GHz,,1 TB,SSD,NVIDIA GeForce RTX 3070 Ti,Dedicated,GDDR6,Windows 11 Home,2 kg 300 g,2022,SODIMM,8 GB,4,8 Hours
"Acer Nitro 5 Gaming Laptop 12th Gen Intel Core i5-12500H Processor/15.6""(39.6cms) FHD(8GB/512GB SSD/RTX 3050/144Hz/Win11 Home/RGB), AN515-58,5% Instant Off on APay ICICI CreditCard (Prime only)",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41ZUZJsxSuL._SX300_SY300_QL70_ML2_.jpg,79990,4.3,163,In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3Nzk1MzI1MTI4ODIwNzc1OjE2ODEwMTkzODA6c3BfbXRmOjIwMDczMjI3MDE4Njk4OjowOjo&url=%2FAcer-i5-12500H-Processor-Graphics-AN515-58%2Fdp%2FB09WN8FF5T%2Fref%3Dsr_1_75_sspa%3Fcrid%3D2HIK3N7L03AWH%26keywords%3Dgaming%2Blaptop%26qid%3D1681019380%26sprefix%3D%252Caps%252C683%26sr%3D8-75-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,1920 X 1080 (FHD) Pixels,Intel,Core i5,4.5 GHz,DDR4,512 GB,SSD,NVIDIA GeForce RTX 3050,Dedicated,GDDR6,Windows 11 Home,2 kg 500 g,,DDR4 SDRAM,4 GB,,5 Hours
"ASUS ROG Zephyrus Duo 16 (2022) Dual Screen Laptop, 16"" (40.64 cm) FHD+ 165Hz/3ms, AMD Ryzen 7 6800H, 6GB RTX3060, Gaming Laptop (32GB/2TB SSD/Windows 11/with Office/Black/2.50 Kg), GX650RMZ-LS019WS",https://m.media-amazon.com/images/I/413xCJaNK2L._SY300_SX300_QL70_ML2_.jpg,224990,0,0,In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3Nzk1MzI1MTI4ODIwNzc1OjE2ODEwMTkzODA6c3BfbXRmOjIwMDkxMzQ5ODI4Mzk4OjowOjo&url=%2FASUS-Zephyrus-RTX-3060-Windows-GX650RMZ-LS019WS%2Fdp%2FB0B5S41QMD%2Fref%3Dsr_1_76_sspa%3Fcrid%3D2HIK3N7L03AWH%26keywords%3Dgaming%2Blaptop%26qid%3D1681019380%26sprefix%3D%252Caps%252C683%26sr%3D8-76-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,1920 x 1200 Pixels,AMD,,4.7 GHz,,2 TB,SSD,NVIDIA GeForce RTX 3060,Dedicated,GDDR6,Windows 11 Home,2 kg 500 g,2022,SODIMM,6 GB,5,8 Hours
"Acer Extensa Pentium Silver N5030 - (Intel, 8 GB/256 GB SSD/Windows 11 Home/MS Office /180 Degree Lay-Flat/Blue-Light Shield/Black/1.9 KG) EX215-31 with 15.6 Inch (39.6 cm) Full HD Laptop",https://m.media-amazon.com/images/I/41x+tsdSpzL._SY300_SX300_.jpg,28990,3.7,127,In stock,https://www.amazon.in/Acer-Extensa-Pentium-Silver-N5030/dp/B0BKZGP8J3/ref=sr_1_77?crid=2HIK3N7L03AWH&keywords=gaming+laptop&qid=1681019380&sprefix=%2Caps%2C683&sr=8-77,1920 x 1080 Pixels,Intel,Pentium,1.1 GHz,,,SSD,Intel UHD Graphics 600,Integrated,DRAM,Windows 11 Home,1 kg 900 g,2022,DDR4 SDRAM,,3,
"MSI Crosshair 15, Intel 12th Gen. i7-12700H, 40CM QHD 165Hz Gaming Laptop (16GB/1TB NVMe SSD/Windows 11 Home/NVIDIA RTX 3070 8GB GDDR6/Black/2.47Kg), 12UGZ-1012IN",https://m.media-amazon.com/images/I/41LE97qri-L._SX300_SY300_QL70_ML2_.jpg,124990,4.8,11,In stock,https://www.amazon.in/MSI-Crosshair-15-i7-12700H-12UGZ-1012IN/dp/B0BQG7YB18/ref=sr_1_78?crid=2HIK3N7L03AWH&keywords=gaming+laptop&qid=1681019380&sprefix=%2Caps%2C683&sr=8-78,2560 x 1440 Pixels,Intel,Intel Core i7,4.7 GHz,DDR4,1 TB,SSD,"NVIDIA GeForce RTX3070, GDDR6 8GB",Dedicated,GDDR6,Windows 11 Home,2 g,,DDR4 SDRAM,8 GB,,
"Lenovo Legion 5 Intel Core i5 10th Gen - 10500H 15.6"" (39.62cm) FHD IPS Gaming Laptop (8GB/512GB SSD/4GB NVIDIA RTX 3050/120Hz/Windows 11/Backlit/3months Game Pass/Phantom Black/2.3Kg), 82NL00APIN",https://m.media-amazon.com/images/I/412F9sqn9lL._SX300_SY300_QL70_ML2_.jpg,65000,4.5,65,Only 1 left in stock,https://www.amazon.in/Lenovo-Legion-Intel-Core-10th/dp/B09Z2R77Z1/ref=sr_1_79?crid=2HIK3N7L03AWH&keywords=gaming+laptop&qid=1681019380&sprefix=%2Caps%2C683&sr=8-79,1920 X 1080 (FHD) Pixels,Intel,Core i5,2.5 GHz,DDR4,16 GB,SSD,NVIDIA GeForce RTX 3050,Dedicated,GDDR6,Windows 11 Home,2 kg 300 g,,DDR4 SDRAM,4 GB,,4.2 Hours8 Hours
"Lenovo IdeaPad Gaming 3 AMD Ryzen 7 5800H 15.6"" (39.62cm) FHD IPS Gaming Laptop (16GB/512GB SSD/6GB NVIDIA RTX 3060/165Hz/Win 11/Office 2021/Backlit/3months Game Pass/Shadow Black/2.25Kg), 82K201UNIN",https://m.media-amazon.com/images/I/41bufC9IzpL._SX300_SY300_QL70_ML2_.jpg,97990,3.9,38,In stock,https://www.amazon.in/Lenovo-IdeaPad-39-62cm-Backlit-82K201UNIN/dp/B0B56CZ8Y1/ref=sr_1_80?crid=2HIK3N7L03AWH&keywords=gaming+laptop&qid=1681019380&sprefix=%2Caps%2C683&sr=8-80,1920X1080 Pixels,AMD,Ryzen 7,4.4 GHz,,512 GB,SSD,NVIDIA GeForce RTX 3060,Dedicated,GDDR6,Windows 11 Home,2 kg 250 g,2022,DDR4 SDRAM,6 GB,3,7 Hours
"MSI Katana GF76, Intel 11th Gen. i5-11400H, 43CM FHD 144Hz Gaming Laptop (8GB/512GB NVMe SSD/Windows 11 Home/Nvidia GTX1650 4GB GDDR6/Black/2.6Kg), 11SC-847IN",https://m.media-amazon.com/images/I/4185lJlTIeL._SX300_SY300_QL70_ML2_.jpg,72500,3.9,26,Only 2 left in stock,https://www.amazon.in/MSI-i5-11400H-Windows-GTX1650-11SC-847IN/dp/B0B91749MW/ref=sr_1_81?crid=2HIK3N7L03AWH&keywords=gaming+laptop&qid=1681019380&sprefix=%2Caps%2C683&sr=8-81,1920 x 1080,Intel,Intel Core i5,4500 MHz,DDR4,,SSD,Nvidia,Dedicated,GDDR6,Windows 11 Home,2 kg 600 g,,,,,1 Years
"(Renewed) ASUS TUF Gaming A15, 15.6-inch (39.62 cms) FHD 144Hz, AMD Ryzen 7 4800H, 4GB NVIDIAGeForceRTX3050, Gaming Laptop (8GB/512GB SSD/Windows 11/Black/2.3 Kg), FA506ICB-HN005W",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41LDfnScXZS._SX300_SY300_QL70_ML2_.jpg,Not Available,1,1,Only 1 left in stock.,https://www.amazon.in/Renewed-ASUS-15-6-inch-NVIDIA-GeForce-RTX-3050-FA506ICB-HN005W/dp/B0B93NW4VL/ref=sr_1_82?crid=2HIK3N7L03AWH&keywords=gaming+laptop&qid=1681019380&sprefix=%2Caps%2C683&sr=8-82,1920 x 1080 Pixels,AMD,Ryzen 7,4.2 GHz,DDR4,512 GB,SSD,NVIDIA GeForce RTX 3050,Dedicated,GDDR6,Windows 11 Home,2 kg 300 g,,SODIMM,,,10 Hours
"Dell G15-5520 Gaming Laptop, Intel i9-12900H, 16GB DDR5, 1TB SSD, NVIDIA RTX 3060 (6GB GDDR6), 15.6"" (39.62Cms) FHD WVA AG, Windows 11+ MSO'21, Dark Shadow Grey (D560897WIN9S, 2.81Kgs)",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41S+uHpGmYL._SY300_SX300_.jpg,138990,4,12,In stock,https://www.amazon.in/Dell-G15-5520-Gaming-i9-12900H-D560897WIN9S/dp/B0BHYR5G1Z/ref=sr_1_83?crid=2HIK3N7L03AWH&keywords=gaming+laptop&qid=1681019380&sprefix=%2Caps%2C683&sr=8-83,,Intel,Core i9,3.8 GHz,DDR5,1 TB,SSD,NVIDIA GeForce RTX 3060,Dedicated,GDDR6,Windows 11,2 kg 810 g,,,,,
"ASUS ROG Strix Scar 17 SE, 17.3"" (43.94 cms) 2K QHD 240Hz/3ms, Intel Corei9 12thGen, 16GB RTX 3080 Ti Graphics, Gaming Laptop (32GB/4TB RAID 0 SSD/Windows 11/Office 2021/Black/3 Kg), G733CX-LL012WS",https://m.media-amazon.com/images/I/41NXPNEY50L._SX300_SY300_QL70_ML2_.jpg,415990,0,0,Only 1 left in stock,https://www.amazon.in/ASUS-Core-i9-12th-Gen-Graphics-G733CX-LL012WS/dp/B0BCKM5W8T/ref=sr_1_84?crid=2HIK3N7L03AWH&keywords=gaming+laptop&qid=1681019380&sprefix=%2Caps%2C683&sr=8-84,2560 x 1440 Pixels,Intel,Core i9,5 GHz,DDR5,4 TB,SSD,NVIDIA GeForce RTX 3080 Ti,Dedicated,GDDR6,Windows 11 Home,3 kg,,SODIMM,16 GB,,8 Hours
"ASUS TUF Gaming A15, 15.6-inch (39.62 cms) FHD 144Hz, AMD Ryzen 7 4800H, 4GB NVIDIAGeForceRTX3050, Gaming Laptop (8GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.3 Kg), FA506ICB-HN005W",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41LDfnScXZS._SX300_SY300_QL70_ML2_.jpg,71490,4.3,98,In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3Nzk1MzI1MTI4ODIwNzc1OjE2ODEwMTkzODA6c3BfYnRmOjIwMDYxNDkxNDQwMDk4OjowOjo&url=%2FASUS-15-6-inch-NVIDIA-GeForce-RTX-3050-Battery-FA506ICB-HN005W%2Fdp%2FB09ZXVY6NR%2Fref%3Dsr_1_85_sspa%3Fcrid%3D2HIK3N7L03AWH%26keywords%3Dgaming%2Blaptop%26qid%3D1681019380%26sprefix%3D%252Caps%252C683%26sr%3D8-85-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,1920 X 1080 (FHD) Pixels,AMD,Ryzen 7,4.2 GHz,,512 GB,SSD,NVIDIA GeForce RTX 3050,Dedicated,GDDR6,Windows 11 Home,2 kg 300 g,2021,SODIMM,4 GB,4,1 Hours
"Acer Aspire 5 Gaming Laptop, Intel Core i5 12th gen (12-Cores) (8 GB/512 GB SSD/Win11 Home/4 GB Graphics/GeForce RTX 2050) A515-57G (15.6"",1.8 Kg),5% Instant Off on APay ICICI CreditCard (Prime only)",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41dgHDQs4RL._SX300_SY300_QL70_ML2_.jpg,59999,3.9,198,In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3Nzk1MzI1MTI4ODIwNzc1OjE2ODEwMTkzODA6c3BfYnRmOjIwMDU2NzI3MDMyMDk4OjowOjo&url=%2FAcer-12-Cores-Windows-Graphics-A515-57G%2Fdp%2FB0B45RSRQL%2Fref%3Dsr_1_86_sspa%3Fcrid%3D2HIK3N7L03AWH%26keywords%3Dgaming%2Blaptop%26qid%3D1681019380%26sprefix%3D%252Caps%252C683%26sr%3D8-86-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,1920 x 1080 Pixels,Intel,Core i5,3.3 GHz,DDR4,512 GB,SSD,NVIDIA GeForce RTX 2050,Dedicated,GDDR6,Windows 11 Home,1 kg 800 g,,DDR4 SDRAM,4 GB,,
